Protein	KRT8_1	KRT8_2	KRT8_3	LMNA_1	LMNA_2	LMNA_3	ACTB_1	ACTB_2	ACTB_3	CTNNA1_1	CTNNA1_2	CTNNA1_3	MAPRE3_1	MAPRE3_2	MAPRE3_3	EGFP_1	EGFP_2	EGFP_3	Empty_1	Empty_2	Empty_3	NminiTurbo_1	NminiTurbo_2	NminiTurbo_3
ATP6V0D1	7083.23	5628.18	8433.29	0	3941.13	3899.12	0	0	0	0	2101.07	2100.05	0	0	0	0	0	5552.18	2309.07	2498.09	5905.17	2253.07	1649.04	0
RPL37A	0	1630.07	3527.14	0	1285.05	0	1750.08	0	2262.1	0	739.032	0	1130.05	0	0	4504.21	2681.12	2870.12	0	0	0	798.037	664.028	0
RND3	0	0	0	0	0	1223.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPE1	147780	153006	109418	59959.5	77851.9	41577	57520.4	46342.3	56103.4	0	0	0	11807.3	0	9790.25	22629.6	23767.6	19439.5	0	0	12025.3	7715.19	9575.24	7791.21
SEC61A1	23710.7	19144.5	35541.9	9075.25	40367.1	4201.11	13499.4	10156.3	15911.4	0	4010.1	0	7205.17	10619.3	4881.14	40659.2	20679.6	14369.4	0	0	0	0	0	0
LYZ	0	0	4906.17	0	0	0	0	0	673189	5892.2	2674.08	0	20819.7	0	0	6265.21	0	0	0	0	2168.06	0	0	1473.05
VBP1	38842.1	45006.2	55137.5	15748.5	14512.4	5430.19	45201.1	38466.1	54409.6	16756.5	16566.4	12757.3	18375.5	8246.27	21870.6	32181.9	37145	51385.4	3672.12	15510.4	3765.1	11346.3	9318.32	4864.15
STXBP1	7865.23	8643.25	5165.12	0	7469.21	3951.1	10860.3	0	4134.09	0	0	0	1062.04	0	0	2657.1	3241.11	5206.17	0	0	0	0	0	0
COPZ1	50109.6	51629.6	51818.6	23488.7	28285.9	17723.5	19244.6	24232.7	17070.5	11055.3	11684.3	11877.4	21793.7	19854.6	25428.8	62693.9	58208.7	40931.2	0	368.017	575.02	2816.08	4079.11	0
UFM1	9275.38	6446.26	10285.4	6198.25	8569.34	5751.22	8133.34	7290.29	13450.6	8432.3	8372.35	3917.15	4385.18	4989.19	5283.22	8782.38	12827.5	18683.7	4655.18	7734.33	6778.27	5029.2	4232.15	5550.23
DCAF7	8633.38	7961.35	10579.5	6081.24	4347.18	4206.17	5740.24	6415.28	15213.5	5519.16	10240.3	1979.08	2373.09	7280.18	3744.16	5317.22	8847.35	13484.6	4750.19	4092.16	4484.19	2743.11	5111.13	4635.2
WDR5	5192.18	0	3773.15	6685.27	7596.28	4046.15	0	0	6309.23	0	0	0	0	0	2793.1	7785.31	8085.29	11746.4	0	0	0	0	0	0
AP1S1	0	0	2230.09	0	5469.14	0	0	0	0	0	0	0	0	0	0	0	0	2365.11	0	0	0	0	0	0
HNRNPK	82682.8	90326	104786	210393	352916	222522	88642.1	74105.6	99940.8	26895.9	24742.9	19565.7	45356.4	50292.7	47414.7	282442	297074	385495	16766.6	23046.8	18920.7	12294.4	18243.6	26881.9
YWHAG	3706.15	0	0	0	0	0	1078.06	0	4490.17	0	0	0	0	0	0	0	4573.18	3774.12	0	0	3003.12	0	0	0
RPS7	3515.11	5517.16	4301.14	5384.17	7508.24	6157.21	5879.19	4171.13	6235.2	4230.14	4243.13	4403.14	5044.15	4304.15	4629.14	6882.21	8972.28	10294.3	2701.09	4293.13	8250.23	2443.08	2646.08	4109.13
PPP1CA	14592.4	14376.4	29162.8	2923.08	6560.16	2391.06	20223.5	15875.4	28417.7	0	0	0	1980.05	0	2980.07	14178.4	17877.4	28289.7	0	0	0	0	0	0
PPP1CB	27381.7	30668.8	48115.4	32331.9	29177.8	11593.3	54921.5	41553.2	71532.2	6428.18	9200.25	5034.19	16062.4	20666.6	15891.5	25098.7	61772.6	57454.7	0	7631.2	5564.15	0	5269.15	2001.08
PSMC1	9198.24	12883.3	15694.4	4841.12	57397.6	4491.11	2890.08	6501.15	89553.5	0	1281.03	0	3621.09	0	2004.06	7622.18	11059.3	18531.5	0	0	14714.4	0	15107.4	15981.4
PSMC5	85050.6	101339	97684.4	45484.3	28013.1	35724.1	100822	93909.7	58310.6	24976.7	29275.8	28284.8	50308.4	49654.3	49312.4	94367.6	100594	104399	6387.18	2350.06	1557.05	11285.3	3125.08	3439.1
RPS8	390211	366390	493359	222439	290565	153736	196790	173097	230329	86921.6	87591.6	72453.4	127897	122996	114790	171646	248047	294292	36650.2	76646.4	96714.6	62091	67716.4	68859.2
RPS15A	282948	362696	457090	176566	247307	150952	209324	206547	312231	70994.9	74841.8	71389.9	143654	121963	118625	218497	318350	450864	51449.3	74785.8	60790.6	38828.9	46625.1	65149.8
RPS16	97092.8	93350.6	118229	66455.7	104168	57096.5	76548	61285.6	77528.1	53667.4	64214.6	53090.5	46712.3	41349	35057.9	86100.4	104733	157887	53627.4	84591.1	83807.4	32844.8	38533	56664.6
UBE2H	0	0	3397.09	2470.1	4670.13	3389.09	2443.06	0	4095.16	2544.08	2396.06	0	0	0	0	0	4673.13	7308.31	2643.08	3016.08	2623.11	1823.05	1993.06	2742.07
YWHAE	16943.5	11189.3	21350.6	10089.3	8324.25	4576.14	16611.5	12094.3	24233.7	4794.15	5355.14	2192.11	10080.3	9226.27	9747.26	13771.4	16833.5	19336.6	1912.05	6019.17	9043.25	2882.07	4079.11	3705.11
RPS14	83909.8	75052.6	118083	61875.1	74510.5	27372.9	71695.5	51846.7	92133.4	37657.2	38186.3	22270.7	31590.1	35380.2	31173	63684.3	96124.4	86986.9	14639.4	43962.5	55162.9	27057.9	35143.2	28550.9
RPS23	115164	141891	174518	75283.4	110046	68742.1	88631.9	84033.9	114931	30816.9	30239	25211.8	49920.7	43725.4	47730.6	88580.2	134802	166017	16620.5	4056.1	15378.5	15242.5	15092.5	0
RPS18	0	0	7051.17	0	0	0	0	0	7635.2	0	0	0	2419.06	0	0	5823.15	5857.14	9439.25	0	0	10271.3	0	0	0
RPS13	0	0	0	0	0	0	0	0	0	0	0	0	1604.05	0	0	0	0	0	0	1168.04	7947.24	0	0	0
RPS11	286380	271964	392987	152744	210944	102546	158972	131489	191034	60597.4	74779.8	45295.2	90592.1	84115.1	88221	181296	227155	258002	6954.17	57457.4	55540.3	29874.7	45115.1	33832.8
SNRPE	10825.3	14027.5	18507.6	27642	46897.5	33934.1	21664.7	17504.6	23472.7	3511.12	0	0	8957.29	7547.24	7267.23	125736	103435	127312	2243.06	0	0	2771.08	2782.1	0
SNRPF	0	402.012	1026.04	0	2348.08	1265.04	456.015	0	1142.03	0	0	0	296.009	812.028	0	7138.23	4439.15	3624.13	0	0	0	0	0	0
SNRPD1	0	3890.2	0	8209.45	6092.33	12968.7	4650.24	0	3380.17	3101.16	2108.11	0	3809.21	3311.16	2878.15	22568.2	12678.6	10602.5	2791.17	2777.16	0	0	1533.09	0
SNRPD2	38018.9	50164.2	57897.6	87049.3	115217	35517	59816.3	63904.7	61166.6	5230.13	8224.22	7342.2	24454.6	32875.9	25834.6	218520	182893	118197	0	0	0	5078.13	6432.17	4982.13
SNRPD3	11722.4	13284.4	13226.4	24962.7	38909.1	25890.8	22232.7	15957.5	22195.5	4855.14	5513.16	4288.12	8026.19	7594.23	8119.22	88397.7	82344.3	101002	2731.08	2302.07	6992.2	3097.09	4453.12	4138.12
ARF6	12143.3	13066.4	18322.5	9549.26	14150.4	10126.3	10282.3	8745.25	15850.5	3046.08	4264.11	4333.12	5013.15	4849.12	4182.12	10355.3	15116.4	22965.7	3114.09	3284.09	12617.3	2131.06	2992.08	3974.11
PSMC6	4248.16	5393.2	6457.24	2126.09	3032.1	2509.09	5227.17	3940.13	6020.2	0	1451.05	0	1999.07	0	2352.09	4093.14	5367.18	8447.31	0	0	0	0	0	0
TBPL1	0	0	2773.09	0	0	1966.06	0	0	0	0	0	0	0	0	0	0	0	2649.08	0	0	0	0	0	0
RPL7A	68336.1	61339.1	81897.7	43808.3	57786	34247.9	60058.8	55017.4	69686.6	24719.8	28235.8	20608.7	33748	33058	35527.1	41554.3	66064.2	88624.9	10933.3	20783.6	31580	12368.4	18316.6	19696.6
POLR2G	4248.14	3148.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB11A;RAB11B	843.027	0	1071.03	28824.7	34978.9	15866.4	0	11613.3	6138.19	0	5848.14	4429.11	1698.05	426.013	0	7380.24	14815.4	17795.5	0	0	11148.3	1620.04	0	0
ETF1	43911.4	47559.8	67241.5	12727.4	13991.5	10790.4	40540.4	41237.6	56379	9497.3	10845.4	8947.3	22497.7	16338.6	16004.6	51828.8	51911.8	77580.6	3930.14	5442.19	5616.17	2154.08	3082.1	4719.16
RPS4X	38694.1	34565.9	53697.5	25789.7	41498.3	16870.5	25678.7	20999.6	27919.7	9247.26	13265.4	7943.22	8092.36	13223.3	12147.3	33385	35199.1	50802.5	6175.16	9318.27	12887.3	4616.12	5909.13	7842.21
PPP2CA;PPP2CB	17973.5	3856.15	21068.6	6629.22	10423.3	6867.22	7636.25	8049.24	13176.4	8899.28	9088.29	6170.19	4841.14	4011.11	7306.23	0	10532.3	20838.6	6948.23	11784.4	8778.27	4931.15	10312.3	10891.3
RPL23A	22290.7	23585.8	28335	24655.8	38133.3	18953.6	20403.7	15704.5	25517.9	25115.9	26409.8	21343.7	27019.9	28276	24853.8	29226	36977.3	35464.3	17141.6	21436.8	34496.2	15999.5	17409.5	23231.9
RPS6	229876	277745	309213	124621	218458	130866	131557	113962	140834	72395.2	75322.5	59803.7	94567.9	85528.6	89551.8	108330	156046	136212	43214.3	64322	78327.4	48753.4	52323.5	61158.8
H4C1	72867.9	68891.7	126921	201721	310185	211728	74243.8	59682.4	154860	68463.6	73894.9	82699.1	70403.8	44234.1	41328	147159	153587	186881	60395.4	92111.4	678762	60198.4	94717.3	73196.8
RAB1A	14062.5	15043.7	20049.7	0	12122.5	0	0	0	15575.6	0	0	0	0	0	0	772.024	0	27151.1	0	0	0	3502.16	0	0
RAN	269714	515950	535390	144253	146671	81468.5	105207	117096	92478.3	34376	41810	28632.9	60752.5	82602	52729.7	152440	191584	148867	21022.6	45423.1	38020.1	24003.7	29542.7	32894.9
RPL23	101017	113327	164485	60391.2	97783.7	66764.4	98425.8	82287.6	97656.8	36613.3	45017.6	31891.1	45635.7	45025.7	34714.3	93216.7	120295	177320	31686.1	36155.2	27354.9	23900.8	17243.6	31535.1
RPS24	4710.21	5626.25	5695.25	3636.16	5672.27	3857.18	4679.19	3020.14	5391.22	2538.11	3070.14	2964.1	3098.13	1994.07	2250.08	4745.2	5452.26	11076.5	2168.07	2295.08	4755.17	1118.03	1061.04	3054.1
RPS25	23310.6	20848.6	7294.2	29184.8	33964.9	14284.4	29556.8	23992.6	32785.9	22466.6	22658.6	12249.3	16917.5	15305.4	21898.6	0	35897.1	36706.1	9344.24	23900.6	48506.3	15711.4	22587.6	16426.5
RPS26	24659.6	8366.31	19819.5	11947.3	9432.38	11459.5	44701.1	11837.3	37491.9	9005.34	8463.35	5888.25	7033.29	7238.31	7970.36	21646.5	39518	11008.3	5876.25	7766.32	9868.38	4203.16	4936.2	7136.29
RPS28	142745	136656	138234	143159	117947	104291	114914	121060	149805	129156	119985	71431.6	91050	78519.7	99163.2	63496.3	171277	208149	116458	136733	108529	76763.5	104430	101739
FAU	22640.7	23613.6	36547	14253.3	36541	14458.4	21764.6	10904.3	29169.9	0	20647.6	19684.5	23281.6	19484.5	13207.4	17173.5	29383.7	35832	13058.3	21234.5	28560.7	16113.4	23259.6	19119.5
GNB1;GNB2	0	0	0	0	2756.09	0	0	1927.07	4424.14	0	1416.05	0	0	0	0	3556.13	3198.11	0	0	855.027	0	0	0	0
RPL30	2730.11	9494.32	12698.4	10607.4	9580.33	6818.2	7878.26	7051.24	10888.4	4830.18	5653.19	0	4283.13	3642.12	5467.18	0	16833.6	16472.5	3600.11	5684.18	2855.09	2113.06	5092.17	4899.16
RPL31	7432.27	8935.37	10064.4	8694.36	13238.6	5770.24	9225.4	5585.23	8738.37	9442.37	9477.39	9762.39	7100.28	7860.33	5665.22	8901.39	13440.6	18201.7	6686.27	6483.26	10422.4	4093.14	4160.17	8045.34
RPL10A	8521.2	2925.08	7935.17	0	5410.15	3520.14	13503.3	10872.2	9287.23	1966.07	2269.08	0	0	0	0	1346.03	14584.3	10998.2	590.021	0	3324.1	0	1115.03	678.021
RPL32	11621.3	9045.23	16943.4	14750.4	18736.5	0	15646.4	9478.23	14298.4	1248.03	0	0	4918.12	12477.3	3864.1	17658.4	15325.4	8554.21	0	0	0	0	2577.06	0
RPL11	142653	135824	243930	77593	116258	67704.7	72520	76918.2	118409	27277.1	27242	24457.9	34613.4	26370.9	32396.2	93735.4	134474	173393	23381.9	34902.3	36058.3	20480.7	23370.8	29534.2
RPL8	16504.4	12526.3	22375.6	11357.3	13284.4	4436.11	15247.4	8618.22	17756.5	3393.1	4422.11	2825.07	5052.13	4488.12	2772.07	11868.3	18356.5	19748.5	1302.03	4879.13	4522.11	1514.04	2917.07	2180.06
PPIA	231258	226902	325689	225353	254653	231565	195423	168890	281567	214739	262161	120607	145539	105237	212770	131094	227658	374018	227447	342344	294395	200908	266504	261988
GRB2	11818.4	9843.38	16734.6	11080.4	14924.6	6986.26	10885.4	10091.4	20684.8	11907.4	10704.4	5835.2	7704.28	7309.24	10455.4	5739.22	15385.6	21734.8	8619.33	13955.5	13500.5	8573.3	9597.25	8874.31
TRA2B	0	3294.14	3803.17	4121.18	6480.29	4161.18	0	2784.11	3859.17	2040.08	1491.06	1947.08	1594.07	2047.08	1783.07	4366.18	6264.28	7564.31	1901.08	3084.13	2589.11	816.035	1978.09	3232.13
RAC1	7445.31	4359.17	8843.32	3881.14	5716.22	4020.16	6055.23	4513.18	9201.35	2575.1	3178.13	0	3607.15	3094.12	2807.1	5879.22	8211.31	15618.6	0	2087.08	1842.06	1519.06	1931.07	0
AP2B1	17193.6	18230.4	18834.7	5806.19	45179.1	3966.12	12337.4	19858.5	18084.7	2538.09	4148.13	3459.13	7166.26	5999.21	6240.24	10886.4	17672.6	27449	0	0	0	0	892.034	0
GNAS	35677.9	43154.2	36912	55745.5	61717.7	41886.1	50949.2	48341.3	63436.8	33366.9	37706	25761.7	32836.8	31722.9	32443.9	41423.1	62223.6	79431.2	27110.7	40735	33307.8	24867.7	37232	32053.8
GNAI1	0	844.042	1364.06	0	0	0	5628.24	0	0	0	0	0	0	0	0	0	660.031	0	0	0	0	0	0	0
YWHAZ	45625.6	99500.7	146920	31997.1	67619.8	55621.6	37282.3	79342.1	148197	54429.4	51127.4	30984.8	62644.8	41399.1	65161.7	15846.5	40460.4	211311	37847.1	32347.2	67795	23297.7	25135.8	23825.9
PPP2R2A	44055.4	40801.4	60030.9	50085.8	58134.9	36699.2	38041.1	31247.9	48002.5	44057.4	45566.4	33505	34309.1	30146.9	32678	31036	59404.9	63896.1	41723.3	61582.9	52353.7	31661	42863.4	47605.4
SNRPB;SNRPN	7707.31	6800.25	14627.6	11312.4	16238.6	7401.27	7345.3	6748.29	16882.7	0	0	0	8675.31	7516.27	8020.3	53388	30625.2	31159.3	0	0	0	0	0	0
SUMO1	3973.12	1557.05	5475.19	2362.08	2637.08	0	2975.1	1561.05	6206.23	0	706.028	0	0	0	0	2883.1	15018.4	2980.11	0	0	0	0	0	0
DYNLL1;DYNLL2	20568.7	18520.7	30564	15839.6	14711.5	7410.26	17476.6	13401.4	21217.7	8861.31	12058.5	7481.23	13437.4	20875.7	14162.5	20818.8	29293.1	36853.3	5745.19	11186.4	12619.5	6904.22	8319.3	8344.28
RPL38	13654.4	17247.5	20538.6	12104.3	11525.3	2546.1	16610.5	17588.5	26645.8	3842.11	3779.11	2900.09	6825.21	5037.15	7558.23	10503.3	26524.8	32438	1840.06	3932.12	2260.09	2271.06	0	0
SKP1	29060.2	28599.1	40705.7	22357.9	27770.2	18595.7	29468	23005.9	37369.5	20826.8	19952.8	13041.3	13659.5	11426.4	16224.6	22200.9	33635.4	59579.4	18256.5	23100.6	18367.8	13607.3	16323.7	17377.4
RPS21	28384.7	21465.6	33172.8	25526.7	26116.7	12485.3	26980.7	19276.5	29307.7	25998.7	28967.8	16242.4	14705.4	17287.5	15526.4	20290.5	33326.8	25055.7	10888.3	33563.8	30790.8	21905.6	25864.6	23302.6
EIF5A	23339.7	24210.8	30246	22698.6	24871.8	17199.5	23881.8	19691.6	30693	18440.6	18703.6	12002.4	15528.6	13955.5	18215.5	17481.6	29302.9	42288.3	17416.5	22652.8	14894.5	11509.3	12602.4	16340.5
RACK1	230526	217355	279324	259184	338624	216884	132186	102433	133692	77275.5	80350.6	58979.4	73089.8	64004.6	77257.9	145270	152888	169904	60975	94322.8	111185	61254.9	73511.2	74675.3
UBE2I	13126.3	12071.3	19320.5	0	0	0	9372.2	4177.13	15600.4	3538.13	3997.12	2039.07	3001.1	2533.07	2837.08	10571.3	19004.5	25135.6	2602.08	4952.17	4677.16	2145.06	5068.13	3021.1
YBX1	0	0	2989.11	2094.09	2573.06	0	2247.09	1591.07	2781.11	0	0	0	1125.04	2244.09	0	1952.08	2634.1	3057.12	0	0	1504.06	0	0	0
CSNK2B	0	0	0	11566.3	25527.7	11327.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM4	2657.11	57895.6	39331.1	3142.11	2327.09	24706.8	63222.7	54906.5	62494.7	21761.6	24343.7	17204.5	1017.04	29416.8	28503.8	2917.12	3284.13	67452.9	11010.3	19754.6	1773.06	13305.3	16584.5	16022.4
ACTC1	0	0	6440.33	0	0	0	0	71529.6	229610	0	0	15974.5	0	0	0	0	0	0	0	0	0	0	0	0
UBE2L3	1611.06	4206.16	2859.1	1935.04	3651.1	3463.1	1634.06	1855.07	5479.16	1332.05	466.015	0	1699.05	835.03	0	0	4578.16	7504.18	1184.05	0	3055.08	1353.04	2109.05	0
EEF1A1	350664	333123	523657	170496	261443	130236	259221	221745	340328	84148.2	115153	84008.1	113217	132160	115061	301449	313713	483165	63650.4	93042.4	115930	61341.1	57236.2	79839
ACTA1	395355	255092	217792	341097	310123	145554	3219860	4460460	2461530	346037	358811	164639	178338	167417	219366	229531	374334	367948	150004	374808	311442	310802	339167	247900
TUBA4A	872768	776304	1254480	271114	512248	169957	553912	271774	559857	97828.3	147127	99840.2	200085	164098	148235	810431	635973	1001040	87296	86371.8	90250.3	75836.6	77225.5	94389.8
TUBB4B	252511	332136	571458	142360	222535	132714	229763	117916	217951	62752.2	63328.5	66848.8	114432	89306.8	88669.6	269247	255838	357255	51294.8	69656.9	44077.7	40823.6	37333.5	62177.4
PAFAH1B2	0	4231.12	4603.12	2546.07	3418.09	0	3870.1	0	5524.14	1857.05	1075.03	0	0	0	1449.04	3714.1	5348.15	6885.18	0	0	2672.07	0	1030.03	0
HBB	0	0	0	11788.4	5896.2	3558.11	0	0	0	0	0	9887.29	0	0	0	0	0	0	1533.05	0	1682.06	0	0	0
HBA1	3689.09	4531.12	0	0	0	1603.04	5775.14	3740.1	0	0	0	6319.16	4906.12	3594.09	2746.08	4391.11	0	11250.3	0	0	0	0	0	0
CXADR	0	0	0	0	0	0	1747.07	0	6072.2	0	0	0	0	0	0	0	6950.24	0	0	0	0	0	0	0
FAM193A	22264.7	20288.6	27279.9	4337.14	6303.19	3605.1	13406.4	10864.3	15753.5	4884.15	5337.16	6973.21	7456.23	7964.23	6048.18	18503.6	18426.6	18782.5	0	0	0	0	0	0
SH3BP2	16617.4	10193.3	16243.4	5518.15	6600.2	4523.13	12071.4	10457.3	20239.8	0	0	0	6741.21	4665.14	6091.17	20242.5	15476.6	19928.8	0	0	0	0	0	0
NOP14	0	2350.06	0	7992.23	12937.4	8212.2	0	0	0	0	0	0	3125.08	0	0	11779.3	11999.3	14575.4	0	0	0	0	0	0
IGBP1	193185	196328	318753	143559	244563	135258	179486	152472	210742	19484.5	26003.7	21152.5	72034.8	84167.1	71502.8	239765	214666	283832	0	0	0	6190.15	7704.19	7373.18
RBM6	0	0	0	13056.5	26524	14207.5	0	0	0	0	0	0	3119.11	0	0	12943.4	10026.4	23819.9	0	0	0	0	0	0
PITX1	0	0	0	6294.27	14981.5	5450.23	0	0	0	0	0	0	0	0	0	6392.23	5681.24	10358.4	0	0	0	0	0	0
EIF4G2	228402	246403	355235	22956.6	33515.9	21431.6	193111	194734	260745	34566.1	42478.5	40188.2	114127	118014	109524	279052	299473	383945	9509.28	8988.28	12717.4	6013.17	7000.25	11372.3
RPP38	0	0	0	9917.33	18965.7	14257.5	0	0	0	0	0	0	0	0	0	15088.5	30441.1	28646	0	0	0	0	0	0
RPP30	18921.4	18857.5	23449.6	14739.4	24259.7	10355.3	4983.13	13138.3	15847.4	2494.07	4695.11	2198.05	4840.12	2607.07	2639.06	13707.3	19209.5	23516.6	0	3341.08	0	0	2626.07	1820.06
GTF2I	26459.7	28238.7	38969	198082	266209	152557	48472.2	33515.9	64295.6	9253.24	11636.3	8711.25	36112.9	34672.9	36876.9	218055	238267	298000	2194.07	6186.17	4343.1	7648.19	9372.23	8709.22
PIP4K2B	0	0	0	0	0	0	0	0	0	0	0	1559.07	0	0	0	0	0	0	0	0	0	0	0	0
CNTNAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511.018	0	0	0	1675.04	0
SRPK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019.06	0	0	0	0	0	0
PHC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11824.4	0	0	0	0	0	0
CCT2	28521.8	22552.7	41170.2	11576.4	16366.5	6176.18	67510.1	49812.5	102423	10041.3	11762.4	5943.18	8703.26	8681.27	9984.29	26338.8	44363.1	35785.1	3979.12	8859.28	8726.28	7058.21	7989.24	7200.22
KRT83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131332	0	0	0
KRT85	0	0	176750	1356.05	0	13886.4	0	2744.1	38459.2	7323.21	0	0	15087.5	1489.05	960.03	4267.13	0	0	0	4476.14	227513	0	0	5257.15
RAE1	7772.28	7417.29	10795.4	6716.23	10026.4	6501.29	7199.26	7126.22	12035.4	7025.25	8448.31	4682.17	3864.13	3622.16	5132.17	5472.19	13979.7	30454.3	5616.2	7944.29	5323.19	4995.23	5325.19	4620.2
GSTO1	4071.11	0	6442.18	0	4652.12	0	3728.09	0	7647.21	11982.3	2201.06	0	0	0	0	4235.12	0	6962.19	0	0	0	0	1872.05	0
DENND2B	48796.7	48153.9	58001.1	4079.15	7824.3	4074.15	97160.6	80475.2	105399	7287.28	9552.35	7416.25	18219.6	19862.7	16928.7	58112.1	63591.2	84538.3	0	0	0	0	0	0
PRKDC	245237	260185	348706	79513.3	173110	72441.7	97211.4	93786.2	85710.6	23637.6	21837.6	22743.6	58976.4	49909.3	57710.4	168772	143643	182840	7815.26	13072.3	12045.4	10495.3	13612.3	14987.5
ADAM17	0	0	0	16811.5	26497.8	14375.5	0	0	0	0	0	0	0	0	0	2757.1	0	0	0	0	0	0	0	0
NTHL1	0	0	0	1755.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP1A	0	2169.09	3804.17	0	0	0	6783.17	4173.12	16364.6	0	0	0	5475.13	9929.36	5774.14	9243.22	9010.33	11365.4	0	0	0	0	0	0
LCN2	0	0	0	0	0	0	0	0	34375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUCB2	0	0	0	0	0	0	0	0	11511.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BASP1	1619.06	0	2527.1	0	0	0	3002.1	3110.1	4411.13	802.026	1162.04	1003.03	0	0	0	5285.17	4240.12	4829.15	0	0	0	0	0	0
GPSM2	6662.21	0	2974.11	0	0	8045.2	14404.4	1637.04	21038.5	0	0	0	0	6219.15	0	20199.5	7848.26	2474.07	0	0	0	0	0	0
DCD	0	0	0	1940.05	0	0	0	0	0	0	0	0	17702.5	0	0	0	0	0	0	0	38362	0	1868.04	13714.4
TMF1	19278.7	19145.7	24842.9	0	1115.03	0	17799.7	16132.5	29654.1	2693.08	4536.15	3276.11	16446.6	11497.3	5833.2	30813.2	34714.2	43782.7	0	0	0	0	0	0
MRPS35	3653.1	4498.13	6353.18	0	0	0	0	0	975.03	0	0	0	0	3987.13	0	0	0	2281.07	0	0	0	0	0	0
MRPS5	8197.21	8229.21	14549.4	1394.03	2817.07	1010.04	970.04	0	6227.16	0	0	0	0	0	0	6149.17	5511.14	6266.17	0	0	0	0	0	0
KGD4	0	3410.13	5253.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPS21	1180.04	2297.08	2627.1	1468.05	1723.06	1131.04	1680.06	1190.04	2501.09	0	0	0	0	0	0	1648.06	1835.07	5422.2	0	1329.05	0	0	0	572.02
MRPS9	23937.9	24726	34224.3	2661.1	2863.09	1846.07	4153.15	1760.07	5548.22	0	0	0	0	0	0	0	2553.1	4996.18	0	0	0	0	0	0
SARNP	0	0	0	23090.6	27853.7	20791.5	0	0	0	0	0	0	0	5170.13	312.016	31857.9	21971.5	36077	0	0	0	0	0	0
LACTB	0	1457.05	1803.06	0	0	0	0	0	0	2128.07	0	0	0	0	0	1590.05	5991.21	726.03	614.021	1636.05	0	0	0	0
LSM11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4486.14	0	0	0	0	0	0	0	0
COG7	21426.6	17678.5	16505.4	0	0	0	8620.27	7110.23	7864.19	0	0	0	0	0	5856.16	12786.3	2616.1	11255.3	0	0	0	0	0	0
RPL24	32347.9	39981.2	42600.2	18515.5	23101.6	17535.6	28009.8	23984.7	28094.8	11782.3	14135.4	13269.4	15300.5	13343.4	15414.4	36522	37041.1	44225.2	9833.32	9970.3	9857.27	7448.23	7105.24	9286.29
ARF5	18410.5	21156.6	17904.5	12592.4	23341.6	17436.5	21376.5	20782.6	32196	5327.14	5629.16	4281.11	4900.14	7928.21	8930.26	16613.5	29730.8	38024	4442.12	3790.1	4302.11	2850.08	4435.12	3864.1
RPL19	26864.2	29162.2	41864.9	16607.8	30837.3	13438.6	15148.6	21212.9	35198.7	8008.36	7643.32	6148.27	11898.6	8362.38	8127.37	25978.2	36604.6	60723.7	4465.21	7770.3	6352.3	0	3629.17	4613.2
SRSF3	34446.9	0	0	0	0	0	45430.2	55003.5	46858.3	33630.8	32051.8	26819.7	38246	31115.8	43135	0	0	0	27953.7	39988.1	50473.3	25271.7	36976.9	33369.8
FOXK1	0	0	0	6184.18	12748.3	5420.16	0	0	0	0	0	0	0	0	0	15623.4	12754.4	16618.5	0	0	881.027	0	0	0
CCZ1;CCZ1B	23271.6	24361.7	33429	11382.4	15885.4	12391.3	15005.5	15080.4	20109.7	1778.05	0	3262.09	6073.18	7383.2	8587.22	20451.7	19615.7	23139.7	0	0	0	0	0	0
DAB2	57622.7	60589.7	94514.7	8204.23	13080.4	5874.16	51671.5	48786.5	67484	10732.3	12584.3	12613.3	19363.6	16883.5	18761.6	87736.6	80617.3	83687.4	2774.07	2297.06	3152.09	1230.04	3940.12	4013.12
MUC5AC	0	0	0	0	0	0	0	0	22744.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XIAP	20731.7	18471.7	28679	35470.9	37078.1	12570.4	15219.4	16041.5	20630.6	4655.14	5601.18	518.023	5228.19	4910.13	7533.24	19025.6	21477.8	28963.1	1203.05	5396.17	1259.05	0	5108.17	0
EFNB1	0	0	2906.13	1381.06	1989.08	0	0	0	3691.15	1662.07	1003.04	0	0	0	0	0	3029.13	5559.25	0	0	0	0	1335.05	0
