Protein	Empty_1	Empty_2	Empty_3	EGFP_1	EGFP_2	EGFP_3	EGFR_1	EGFR_2	EGFR_3	PDHA1_1	PDHA1_2	PDHA1_3	RAB11A_1	RAB11A_2	RAB11A_3
ATP6V1H	0	0	0	85088.234	144187.28	77673.16	101174.445	63908.754	33309.465	0	8324.521	0	78491.14	36427.48	0
RABAC1	0	0	0	0	0	0	0	0	0	0	0	0	0	37071.348	0
IPO11	0	0	0	195160.03	136118.38	73154.5	25336.502	25193.883	56512.61	0	0	0	132762.52	86173.945	86961.125
TRMT112	18218.418	21590.896	0	52024.664	54943.297	70842.99	44728.062	58275.457	48839.1	29602.072	40893.758	42380.848	63959.723	53829.883	59485.09
GLS2	0	0	0	0	0	0	0	0	0	0	21765.764	0	0	0	0
DACH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XPO7	0	0	0	84123.94	105679.875	188038.92	23776.154	20252.512	76256.66	0	0	0	81032.43	92537.59	63422.363
LCMT1	0	0	0	0	0	0	7918.5786	0	0	0	0	13051.713	0	12350.924	0
VPS51	0	0	0	663462.7	413644.3	445861	1054489.1	949291.75	1290422.5	11472.567	11656.061	0	2796516	3192240.5	3216760.2
BAZ2B	0	0	0	32060.389	35505.844	54992.727	0	0	0	0	0	0	0	0	0
BAZ2A	0	0	0	110078.17	147320.94	132691.9	11935.653	0	0	0	0	0	27734.111	11116.606	11762.404
BAZ1B	0	0	0	172535.23	278013.12	229982.08	0	23237.209	24155.84	0	0	0	0	66059.46	79003.61
SLCO3A1	0	0	0	0	0	0	86902.89	31017.541	58053.63	0	0	0	27516.686	10988.044	35832.344
HERC5	0	0	3924.9883	60383.26	37840.17	94766.445	9173.548	8665.21	11540.245	0	0	0	87776.45	20486.107	50263.01
ZNF107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AK3	0	0	0	0	0	0	0	0	0	0	47212.78	20651.756	0	0	0
SCOC	0	0	0	0	0	0	0	0	0	0	0	0	0	15890.613	0
LNPEP	0	0	0	0	0	0	197120.94	83498.484	246836.83	0	0	1273.9246	1894792.5	2217171	1537671.8
MBD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNOT7	0	0	0	0	0	0	0	0	0	0	0	0	0	24327.438	3068.6328
PLXNA1	0	0	0	0	0	0	89335.69	76258.59	155744.73	0	0	0	12117.107	98546.53	226205.9
RWDD2A	0	0	0	37230.875	57260.195	66066.28	0	0	8882.368	0	0	0	61362.7	8857.505	9689.188
GGT7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RABGEF1	0	0	0	0	0	0	0	0	0	0	0	0	68116.1	97032.34	53625.598
MCM8	0	0	0	20999.95	26148.844	49211.316	0	0	0	0	0	0	17550.625	0	0
TRMT6	0	0	0	160491.08	142185.31	123399.19	29565.879	24160.771	22882.217	0	11735.185	12951.82	112161.23	13907.43	49622.402
HOOK1	0	0	0	730881.4	630486.2	702674.5	320372.34	465508.9	499489.44	0	0	4301.539	455472.34	772993.6	490448.8
RASAL2	0	0	0	47930.105	97257.61	103879.9	581265.8	684284.44	884176.25	0	0	0	124917.95	82428.2	112384.5
METRN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNPTG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSR3	0	0	0	0	0	0	0	0	0	0	0	0	10004.958	0	0
ERRFI1	0	0	0	0	0	0	84975.72	67597.86	81462.41	0	0	0	0	0	0
ZNF391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A13	3571.0178	12827.772	30970.945	177823.69	167635.81	174271.25	253974.94	203177.62	252895.08	9629.398	135347.48	122121.09	255855.06	239321.44	187976.89
LEF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DBNL	62649.297	98517	100863.625	164635.61	299658.5	39193.996	359141.7	379212.53	364982.78	69461.17	125658.484	142151.14	466644.9	457473.28	510099
DDX41	0	0	0	41685.418	48542.14	59245.777	0	0	20155.533	9495.494	39878.805	11363.963	62710.414	0	69353.64
DCTN4	0	0	0	0	0	31190.148	0	0	0	0	0	0	0	0	0
ZNF180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC23	0	0	0	103001.63	160549.33	185953.19	33026.54	0	59135.805	0	0	0	123843.52	42101.88	78518.07
ANAPC7	0	0	0	29347.219	0	0	11217.441	0	13453.357	0	0	0	0	10624.09	0
ANAPC5	0	0	0	1167204.9	623386.8	808483.9	347658	309006.56	347416.5	0	0	0	316009.62	252380.4	266966.66
ANAPC4	0	0	0	39117.77	0	0	0	0	0	0	0	0	11147.525	5732.3657	5345.6865
ANAPC2	0	0	0	0	0	19586.8	0	0	0	0	0	0	22123.338	0	0
GGA2	0	0	0	202409.39	163817.5	96732.42	15803.154	75911.41	99962.12	0	0	0	181889.56	287286.2	272903.88
GGA1	0	0	0	0	0	0	45412.094	16173.31	46222.207	0	0	0	98861.15	28255.25	73622.87
STOML2	0	0	4123.4717	30021.166	30964.2	25062.9	19659.943	18772.523	27710.758	33650.855	192031.22	123782.59	51115.594	19571.02	49932.55
ZNF225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF221	0	0	0	30785.645	0	0	0	0	0	0	0	0	0	0	0
TMEM59L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS6KA6	0	0	0	14219.322	0	0	0	0	16884.45	0	0	0	0	0	0
NOCT	0	0	0	0	0	0	0	0	0	0	0	0	0	93991.01	93470.68
VPS28	0	0	0	0	0	0	38241.18	0	0	0	0	0	0	0	0
DBR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TASOR	0	0	0	1183323.8	1279726.5	1223847.1	0	0	0	0	11598.023	0	64761.43	46386.656	48149.273
JPT1	0	0	0	143614.33	116477.83	103779.99	54072.293	33825.38	82308.805	0	0	0	88560.83	52286.508	68279.43
FBXO9	0	0	0	0	19503.584	26159.025	0	0	28568.2	0	0	0	10744.645	0	0
FBXL4	0	0	0	11797.355	0	0	0	0	0	0	0	0	31662.613	0	0
AKAP11	0	0	0	1061238.5	1085941.6	1021188.94	614930.8	637735.06	796713.6	0	0	0	644986.3	555754.94	572749.44
PTBP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXW11	0	0	0	0	16285.171	0	0	0	0	0	0	0	0	0	0
DNAJC12	0	0	0	117001.24	113136.11	181850.06	69026.86	91068.42	151653.86	0	0	0	38658.793	152491.88	178836.62
GMEB2	0	0	0	10927.144	8958.005	0	0	0	0	0	0	0	0	0	0
MRTO4	0	0	0	22246.318	72026.195	22457.82	38004.742	82625.914	29735.877	42552.086	19506.723	47835.113	186789.03	96485.25	129585.484
TNIK	0	0	0	288186.44	338488.25	358613.94	1703445.8	1329118.5	1387617.2	0	0	0	362820.16	285987.62	352755.22
CPSF3	0	0	0	72353.82	70239.08	89663.46	27689.87	0	45201.344	0	0	8829.808	64359.977	48767.664	44193.7
PITPNC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APPL1	981.511	0	0	90256.88	95263.43	110926.61	171858.17	116832.86	156162.11	0	0	0	207561.67	308327.94	268458
TLK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPATCH8	0	0	0	258615.08	267291.22	306711.2	0	0	0	0	0	0	14297.5	0	12520.648
PARP4	0	0	0	0	0	19333.035	0	0	0	0	0	0	0	0	0
NUDT5	0	0	0	53509.293	34485.992	29505.88	0	0	0	0	0	0	0	0	21685.57
RCOR1	0	0	0	28334.697	15428.941	22575.648	0	10674.0625	0	0	0	0	0	5435.976	0
CASP8AP2	0	0	0	28292.562	57974.203	55950.453	0	0	0	0	0	0	0	0	0
MAN1B1	0	0	0	0	0	0	0	0	0	0	0	0	44043.188	35616.03	6413.4688
RALY	0	0	3482.6643	40272.695	71384.45	57164.297	108031.71	63043.004	64758.664	16174.412	16138.556	0	0	58405.176	19831.363
GTF3C4	0	0	0	289746.1	203573.56	365721.38	0	0	0	0	0	0	29624.262	5535.047	0
PACSIN3	31660.738	0	0	0	0	0	0	0	0	0	0	0	46991.22	7890.622	13602.039
FBXO5	0	0	0	88136.33	73280.45	78406.125	0	36923.977	55488.69	0	0	0	15484.148	0	17936.236
FBXO4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACIN1	0	5065.8457	0	430351.2	456172.78	492759.6	98525.59	100519.766	42158.082	26914.613	71752.53	106268.89	249340.72	72462.09	161246.61
AGO2	0	0	0	42203.47	55186.21	128624.17	55135.277	23787.113	141377.47	9175.386	0	0	0	18273.408	0
VAV3	0	0	0	0	0	0	0	0	37826.85	0	0	0	0	0	0
NUP50	0	15489.248	0	761249.5	930645.06	767656.9	166461.56	154551.83	163959.66	0	0	0	225736.38	175438.9	203515.66
ZHX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDV3	0	0	0	142651.78	144059.2	136957.58	0	22762.45	0	0	0	0	31107.32	0	56022.07
CNOT11	0	0	0	0	28377.422	0	0	0	0	0	0	0	0	0	0
DSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INTS6	0	0	0	20664.867	0	0	0	0	0	0	0	0	0	0	0
BAG5	0	0	0	0	37108.176	0	0	0	0	0	0	0	35509.04	11846.537	0
RAB21	39327.51	64799.844	31942.68	148560.88	158935.84	206434.2	279918.16	252468.34	344757.25	21380.885	36890.137	42762.81	220673.4	374032.97	176779.22
TRAPPC2L	0	0	0	0	0	0	0	0	0	0	0	0	138456.47	64117.22	101580.06
ZNF346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNMA2	0	0	0	35894.94	44629.44	41843.438	39509.984	0	0	0	0	0	0	0	0
BLOC1S6	0	0	0	61811.23	0	0	0	0	0	0	0	0	0	0	0
PSME2	14441.285	17991.654	15398.779	195749.06	114277.63	89783.86	40722.76	63426.906	56098.457	12068.7295	11512.701	33601.75	184218.2	53899.906	126274.18
TAOK2	0	0	0	0	60256.527	0	180475.78	193896.83	189207.83	0	0	0	187386.22	123413.65	68378.39
MKLN1	6170.148	0	0	16586.598	128416.09	54009.44	85577	148851.14	176400.3	0	33427.484	49426.684	1279182.9	1526246	1253777
DNPEP	15872.3125	39076.715	0	20247.904	17362.05	0	0	0	0	0	0	25158.854	24578.07	43720.062	129880.73
RAB23	0	0	0	0	0	0	28499.898	56819.883	51115.184	0	0	0	33363.57	72196.56	80199.3
MCTS1	2948.8943	0	0	0	0	0	0	11264.776	10686.06	0	0	0	0	0	0
MTUS1	0	0	0	384666	148067.62	133818.4	0	0	0	0	0	0	96867.586	223452.78	25073.72
BRPF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INTU	0	0	0	48778.195	149847.03	52233.63	0	0	0	0	0	0	131410.34	87645.89	84303.8
ZNF608	0	0	0	20003.223	0	30764.262	0	0	0	0	0	0	0	0	0
PALD1	0	0	0	4127955.5	4094685.8	3836190.5	6278277.5	5450285.5	6235132	0	0	7316.6895	1.85E+07	1.71E+07	1.78E+07
SLC39A10	0	0	0	0	0	0	103639.016	118943.766	133062.06	0	0	0	242315.25	190374.42	236891.56
INO80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCPG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIDINS220	0	0	0	107039.914	175510.19	179039.6	2622246.2	2486029.2	2939469.2	0	0	0	2621672.8	3131426.5	2642129.2
ASAP1	0	0	0	0	0	0	20959.898	16296.687	42218.9	0	0	0	0	0	0
MRTFB	0	0	0	46701.76	47018.582	29574.068	0	0	0	0	0	4211.2803	0	0	0
ATAD2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIMKLB	0	0	0	121921.48	204665.36	165040.78	0	12887.067	32971.516	0	0	47306.684	70624.484	63193.97	59807
HEG1	0	0	0	0	0	0	0	0	0	0	0	0	324142.06	321860.78	253832.53
KIF26A	0	0	0	0	0	0	152983.97	133800.25	133282.67	0	0	0	0	55193.08	23062.818
ODF2L	0	0	0	53223.445	8788.955	13833.594	0	0	0	0	0	0	0	0	0
ZBTB21	0	0	0	353918.1	342770.97	189882.81	0	0	0	0	0	0	0	0	0
ANKRD50	0	0	0	0	0	0	55438.688	31726.123	64875.023	0	0	0	14820.937	0	0
PPP1R9A	0	0	0	0	54556.28	0	637231.06	661181.25	631202.8	0	0	0	39048.28	63812.54	70584.64
GRID1	0	0	0	0	0	0	0	0	11948.557	0	0	0	0	0	0
MED23	0	0	0	43674.938	62284.867	0	0	0	0	0	0	0	0	7062.533	0
VANGL2	0	0	0	0	0	0	138012.47	65548.45	151051.95	0	0	0	15351.638	73816.72	0
PLEKHG1	0	0	0	50499.195	214181.95	189631.33	11191.521	0	14508.571	0	0	0	20107.816	46693.74	39630.97
PRR12	0	0	0	873339.25	898668.6	639435.94	0	15101.808	0	0	0	0	14124.852	14440.481	0
YEATS2	0	0	0	1013770.1	1210518.4	1129395.8	38124.727	40494.246	46578.27	0	0	0	14037.306	10398.836	53326.484
TBC1D24	0	0	0	0	0	0	0	24066.514	18385.451	0	0	0	0	0	0
STRIP2	0	0	0	8677.176	8642.099	39996	0	0	0	0	0	0	0	0	0
ISY1	0	0	0	0	10111.874	0	0	0	0	0	0	0	0	0	0
TMCC3	0	0	0	0	30434.762	0	126229.9	151398.33	209586.52	0	0	0	45389.125	56557.184	140898.42
HECTD1	0	0	0	541676.2	409784.2	490472.22	140838.58	104025.97	118355.766	0	0	0	212093.73	194475.22	276239.78
ZMYND8	0	0	0	24715.607	0	0	0	0	0	0	0	0	0	0	0
CADPS	0	0	0	0	0	0	0	0	20463.016	0	0	0	0	18654.766	0
MYO5B	0	0	0	0	0	46628.44	0	0	0	0	0	0	1894152.9	1769770.1	1418341.9
CIZ1	0	17796.37	0	0	0	0	0	0	0	0	0	0	0	0	0
CORO1C	23184.3	44474.8	16278.578	603268.44	1090855.5	1289867.9	730902.56	908717.56	945474.5	120988.74	107912.6	102893.14	708809.1	809006.2	735872.94
TPX2	21270.697	59300.617	0	3307967.8	3891613	4013848.2	225126.83	231583.47	121745.41	0	22214.537	86421.57	369365.47	414333.88	285618.2
NOB1	0	0	0	23249.691	27221.918	0	0	0	0	0	0	0	0	0	0
AKAP8L	9071.741	10283.66	19949.332	440137.5	285389.44	192581.7	106176.78	139397.94	142352.58	50816.82	81868.76	26448.297	128257.766	156670.88	207540.05
ANAPC10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYO6	0	3591.908	0	396311.44	356027.28	417795.44	356849.78	272931.88	385541.25	0	0	0	373781.84	342807.75	217661.81
KMT2B	0	0	0	76410.97	110175.586	82424.695	0	0	0	0	0	0	0	18789.771	0
DDX19B	0	0	0	11105.091	0	0	0	0	0	0	0	0	0	0	0
TBX20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFU1	25423.484	38650.406	10445.747	22164.428	0	0	0	0	0	17241.6	69870.11	102696.17	0	0	20146.754
PRPF19	26591.14	12031.195	18843.844	512277.62	437467.7	373419.94	160023.08	182347.9	120218.75	64478.742	36847.227	39239.87	321358.5	217696.06	183990.53
NENF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOL7	0	7560.2593	0	0	0	0	0	0	0	0	0	10370.099	0	19120.47	20922.936
SYNRG	0	0	0	292651.84	363159.56	403272.84	127293.17	121644.375	314523.84	0	0	0	1094943.1	1323130.4	1422440.1
SCML1	0	9421.873	7480.7334	155175.98	167157.1	132568.9	23323.436	23653.512	21508.57	0	10622.35	13829.25	58303.61	54829.504	50826.35
VPS4A	0	0	0	67449.91	60431.312	48611.492	16007.902	51646.055	31999.008	0	0	0	53704.156	23245.664	55211.33
ARHGAP26	0	0	0	0	0	0	0	0	0	0	0	0	0	22624.96	39132.668
POLI	0	0	0	123594.01	22545.309	101257.33	0	0	0	0	0	0	0	0	0
STUB1	26121.299	32968.57	31231.098	264984.97	145128.28	238397.38	178111.3	101320.07	184587.98	18296.564	49383.66	68839.484	190879.06	199369.84	223014.72
PACSIN2	0	0	0	38700.72	21996.15	0	0	14285.702	0	0	0	0	61923.215	18114.988	28817.844
MAGED2	0	0	0	153082.53	202694.81	100899.28	64455.766	63149.258	79277.875	28060.535	0	34944.758	209063.84	48987.08	96953.26
SNX6	0	0	0	21439.574	22662.123	47763.375	26159.71	39099.066	117052.266	0	0	0	107132.06	147212.34	126948.95
DUSP12	0	0	0	0	0	27811.906	9818.354	0	12456.5625	0	0	0	23461.824	0	0
STX8	0	0	0	0	0	0	0	0	15772.05	0	0	0	154097.75	197203.2	182492.9
ING4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMD13	7057.5684	5052.407	0	51217.754	88235.49	37684.266	0	37826.707	37030.992	0	24991.871	30260.5	71227.85	29693.13	58371.125
FAF1	0	0	0	0	0	0	54304.21	0	0	0	0	0	0	6566.311	7402.9844
PPIE	0	0	0	39826.867	0	0	0	0	0	0	0	0	0	0	0
DIMT1	0	0	0	0	0	90325.3	23912.043	0	0	10331.144	0	40882.777	7382.9927	44102.234	143819.38
TIMELESS	0	0	0	110934.266	66108.4	41259.367	0	0	0	0	0	0	10050.71	0	6012.956
COPS3	14450.971	19376.635	0	167637.69	63592.137	54911.902	44325.816	108297.18	35710.523	31345.645	10069.636	26892.488	45698	52547.8	31859.045
MINPP1	0	0	0	0	0	0	0	0	0	0	0	7434.3613	0	10066.874	0
WDR3	13844.424	10755.128	0	277681.6	488486.6	509512.94	272924.4	133199.58	155294.52	10550.521	41499.367	64662.805	416458.94	287792.3	350485.78
TTF2	107999.375	0	0	426745.44	300667.5	318364.94	594260.2	377973	539415.75	0	0	0	469529.8	356870.75	502868.12
NSFL1C	0	0	0	232948.89	210847.22	245709.44	0	0	0	0	0	0	60833.527	51628.55	55519.734
C19orf53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC12A4	0	0	0	0	0	0	0	0	0	0	0	0	130766.33	190977.17	164841.25
AP4E1	0	0	0	0	0	0	0	0	0	0	0	0	0	82051.98	0
MACF1	629638.3	0	0	789374.2	866267.1	1189118.4	1753802.6	1200967.8	1708258.1	0	0	0	622839.3	653800.56	588453.56
CEP131	0	0	0	579089.94	583134.9	558497.2	0	0	0	0	0	0	18762.516	0	0
SCAF8	0	0	0	0	84164.37	0	0	0	0	0	0	0	0	0	14655.6
PPP6R1	0	0	0	119912.016	33902.164	121178.64	10874.812	0	8148.169	0	0	0	30709.652	0	0
TRIM33	0	0	0	116106.62	102162.69	145761.81	0	0	0	0	0	0	14261.309	0	0
PHF8	0	0	0	48574.652	57897.977	100106.12	0	0	0	0	0	0	7512.2393	0	0
LIMCH1	0	0	0	52567.12	20208.688	0	0	48128.938	33819.414	0	0	0	0	0	7931.897
AGAP1	0	0	0	0	0	0	11244.076	36052.88	0	0	0	0	0	5403.9575	0
PDZRN3	0	0	0	91711.55	0	0	0	0	0	0	0	0	0	0	0
DOLK	0	0	0	26419.98	0	27339.42	0	0	0	0	0	0	13708.172	0	0
TNRC6B	0	0	0	545324.1	469112.16	458692.88	277475.88	192992.19	295553.5	0	0	0	91205.33	101645.22	126514.39
PLCL2	0	0	0	0	0	0	679323.06	482706.6	691474.8	0	0	0	0	104465.43	20985.852
SETD1B	0	0	0	957351.4	204161.17	179645.45	0	0	0	0	48386.695	0	0	61211.04	0
ANKRD26	0	0	0	1027525.6	824433.3	1021447.8	7823631.5	7162740.5	7470522.5	0	0	0	910100.3	867174.5	1145041.9
EXOC7	0	0	0	0	0	20909.334	250016.47	219676.28	311608.38	0	0	0	887960.2	1222098.8	1209266.5
MAPK8IP3	0	0	0	24350.172	49638.496	32172.484	0	0	0	0	0	0	0	0	0
ZC3H4	0	0	0	56343.9	33615.07	82782.13	0	0	0	0	0	0	0	0	0
USP22	0	0	0	131459.86	198153	103869.72	21392.35	26400.496	20616.766	0	0	0	35852.477	24121.9	0
USP24	0	0	0	342174.44	274811.28	127164.86	134143.77	49937.062	183354.39	0	0	0	332770.9	250918.31	285636.84
TBC1D2B	0	0	0	298458.44	161592.92	155896.31	446194.06	223668.12	446298.06	0	0	0	1143978.6	1363789.9	944847.94
SAMD4A	0	0	0	0	0	24112.16	0	0	0	0	0	0	0	0	0
CEP164	0	0	0	920639	1107876.6	868126.6	54039.684	51518.574	109239.24	0	0	0	318240.62	323716.97	317789.7
FOXJ3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGTPBP1	0	0	0	424736.5	381098.2	375492.8	57775.7	79334.81	105678.78	0	0	0	127292.91	106011.95	106843.055
SATB2	0	0	0	66118.375	121538.24	121264.8	0	0	0	0	0	0	0	0	0
SHANK2	0	0	0	0	0	0	0	0	14283.963	0	0	0	0	0	0
DICER1	0	0	0	581591.44	575609.5	451962.78	11888.723	6536.3184	34189.383	0	0	2681.971	223753.4	131951.11	108696.59
MAPRE3	0	0	0	0	0	0	32230.258	0	0	61268.164	25334.854	0	0	0	0
DNM3	0	0	0	0	0	48151.336	0	0	0	0	0	0	18454.7	0	0
SRRM2	201993.81	301828.94	288206.3	1529959.2	1985062.2	1840881.5	1483305.2	1617910.8	1383285.8	1428155.5	1892855.5	1821173.2	1888866.4	1595030.2	2277759.5
PA2G4	6042.6963	10850.033	21661.74	80628.875	87917.83	111204.734	111031.69	178514.36	137279.47	6308.693	55751.6	48952.156	98634.78	119060.83	110102.89
EXO1	0	0	0	226727.48	305540.7	246361.62	90764.836	0	0	0	0	0	0	0	0
BAIAP2	0	0	0	0	28961.918	0	258390.03	298918.12	351958.56	0	0	0	0	0	0
SMC3	156239.2	40724.586	34348.152	296334.06	263498.4	330339.94	88124.86	154270.64	87174.67	77912.92	2859.5903	127838.27	427676.72	135494.16	145888.52
SCML2	18416.387	13496.795	9086.125	161911.08	162624.47	72223.11	52648.977	46554.78	0	0	8912.545	0	167600.36	47195.477	73175.375
ZNF148	0	0	0	143306.83	168812.53	197939.78	0	0	0	0	0	0	0	0	0
MTMR6	0	31740.395	0	22279.531	48634.22	43684.613	12140.53	0	16866.012	0	0	0	75666.305	37764.06	20420.95
JAG2	0	0	0	0	0	0	40016.945	41980.246	47384.344	0	0	0	39437.555	88213.305	57858.77
NIP7	0	0	5048.602	217359.78	199339.19	117709.72	172399.17	184621.44	160768.77	0	80376.11	88753.586	261327.47	183147.02	181445.6
GNE	0	0	0	126873.945	75178.75	79111.695	109599.34	0	71232.64	0	0	0	83332.47	82916.07	19127.527
RTRAF	14712.543	14337.537	5312.6567	198077.9	203367.66	174654.88	103683.61	143343.8	181321.3	0	8081.5864	56001.023	61129.31	167748.1	145004.19
RUVBL2	52361.453	45408.21	6135.15	170239.72	390774.88	339689.6	441943.88	372044.66	351272.22	177484.64	278548.4	181594.02	577433.4	729930.56	465152.25
CDYL	0	0	0	36152.527	29048.492	35566.48	0	0	0	0	0	0	0	0	0
PDE10A	0	0	0	0	0	0	0	0	16821.83	0	0	0	0	0	0
PIN4	5702.577	11217.636	8074.9985	0	0	0	43741.445	0	33867.406	0	9635.038	10469.515	0	36400.03	0
TCF19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POMP	0	0	0	0	0	27786.605	0	0	0	0	0	0	0	0	0
LZTS1	0	0	0	0	0	0	8537.669	24791.191	29537.14	0	0	0	67926.414	46340.504	56175.75
RCE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF3L	12828.748	27388.764	29969.11	112304.914	146322.33	184337.7	152935.62	118214.36	112950.72	139599.55	148467.39	142662.95	179981.84	172580	162793.58
PLAA	0	0	0	21306.379	11549.536	0	0	0	46414.914	0	0	0	0	0	60866.324
RUVBL1	48964.85	34738.477	0	192378.25	251935.84	246846.17	403983.25	579353.7	274899.94	604725.75	356564.2	290664.38	517433.62	629530.1	553813.4
NUDC	249701.1	453093.7	308494.9	1222307.1	1141671.9	1225584.4	712530.7	628496.7	777944.5	228845.33	369950.12	419196.72	877971.6	980437.56	1051767.4
RASD1	0	0	0	1993385.6	2107835.5	0	6212795	2955398.5	507907.88	0	0	0	2134712	0	1897914.9
BCS1L	0	0	0	0	0	0	0	5047.9873	0	23047.773	71648.586	20744.492	0	0	0
VDAC3	180678.61	188291.78	253919.6	695269.8	838097.1	641148.1	636021.25	709219.5	728747.5	286788.9	344062.7	361178.53	902497.56	968875.06	1041168.56
CFL2	43545.5	34915.51	31876.346	19038.879	49032.31	46048.117	94882.94	89739.31	66001.37	78781.99	87560.97	72942.67	131981.98	71353.95	110559.875
FARSA	6183.895	22026.006	22120.121	372541.34	277743.22	348711.38	282361.25	295092.84	266285.47	38033.406	37721.6	32797.406	410060.75	287066	279399.8
ITM2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16623.059
SLC5A6	0	0	0	0	0	0	0	0	0	0	0	0	21691.129	0	54358.28
ASF1A	21616.389	26690.7	23118.432	26544.414	0	0	34644.266	55393.38	37720.375	38206.086	46831.68	47016.46	0	69980.61	118017.92
DRG1	12537.973	26583.035	19299.18	193867.47	219949.45	195378.56	171135.55	193693.11	210805.12	51318.062	113982.31	111838.516	185116.25	215328.88	207836.06
BTRC	0	0	0	23843.18	14196.637	10268.802	11522.098	4381.4355	5248.048	0	0	0	0	2805.9146	0
NCKAP1	0	0	0	375503.28	302689.2	205744.75	881090.75	989484.94	549348.6	7189.3335	0	0	1443599.1	681139.8	784859.2
CNPY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PKIG	17324.719	21576.545	17375.137	0	0	0	0	0	0	22083.037	25538.297	28518.342	0	0	0
EXOC6B	0	0	0	0	0	0	3582.2798	0	0	0	0	8125.29	195884.4	393016.84	307503.8
AKAP2	0	0	0	44413.656	53690.312	44065.24	39951.906	71685.984	71502.81	0	0	0	15489.332	0	0
SSX2IP	0	0	0	972544.6	1102324.2	1371934.9	269500	249736.48	256684.58	0	11137.303	10860.496	230623.02	311132.47	239088.97
ZNF652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIP2C	0	0	0	0	0	25783.814	12768.648	0	72305.55	0	0	0	0	0	0
ICE1	0	0	0	708906	871298.9	736978.75	0	0	1062.0065	0	0	0	0	0	39439.664
EFR3B	0	0	0	0	0	0	399957.7	376150.2	405788.06	0	0	0	0	0	0
MYRF	0	0	0	0	0	0	0	0	0	0	0	0	48399.46	98437.5	71957.66
ATP11B	0	0	0	0	0	0	0	0	0	0	0	0	0	12220.092	0
POFUT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFP30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC16	0	0	0	18974.049	0	0	11777.48	10422.593	9586.502	0	0	0	82558.58	17373.338	72530.695
SBNO2	0	0	0	310111	255959.42	299513.56	0	0	0	0	0	0	0	0	0
INPP5F	0	0	0	9472.2295	4393.4487	32438.525	153090.67	68623.16	135788.58	0	0	0	715547.56	761354.4	870904.4
FNDC3A	0	0	0	0	2961.894	0	85535.62	48445.742	147837.55	0	0	0	0	49475.53	48932.613
ZNF510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NISCH	0	0	0	60415.59	0	15329.967	114792.25	49750.484	199531.27	0	0	0	115361.04	79686.08	57938.793
NINL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8459.137
PIKFYVE	0	0	0	40778.5	147146.03	65710.28	0	0	0	0	0	0	186314.55	72962.266	307744.47
WDR37	0	0	0	16081.013	0	0	0	4563.893	0	0	0	0	11792.662	0	0
EPB41L3	0	0	0	508905.9	487868.62	536864.44	3467172.8	3362131	4138244.8	0	0	0	771149.06	715135.5	717899.5
ZBTB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
